Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Acct_Open_Dt,Defaulted
181412,67,48,4,F,Single,138.0062197,6/27/1982,6/27/1984
174349,43,25,4,M,Single,454.5790551,6/26/1982,6/26/1984
189270,21,4,4,M,Married,634.9963839,6/25/1982,6/25/1984
196404,64,47,4,M,Single,373.2124307,6/24/1982,6/24/1984
116488,35,16,4,M,Single,454.4616625,6/23/1982,6/23/1984
111217,51,34,4,M,Single,574.9018743,6/22/1982,6/22/1984
121318,22,4,4,F,Married,223.6058931,6/21/1982,6/21/1984
126295,16,0,4,F,Married,298.0911559,6/20/1982,6/20/1984
188388,34,13,4,F,Single,474.2729374,6/19/1982,6/19/1984
157328,19,0,4,F,Married,233.4680003,6/18/1982,6/18/1984
133745,16,0,4,M,Single,778.2249222,6/17/1982,6/17/1984
161775,63,46,4,M,Married,241.281305,6/16/1982,6/16/1984
186736,25,8,4,F,Married,349.4449791,6/15/1982,6/15/1984
143538,56,38,4,F,Married,310.0303143,6/14/1982,6/14/1984
104782,29,8,4,F,Married,323.1856434,6/13/1982,6/13/1984
192953,66,45,4,F,Single,143.6529969,6/12/1982,6/12/1984
190521,21,4,4,F,Married,223.4801671,6/11/1982,6/11/1984
104617,67,50,4,F,Married,178.7059053,6/10/1982,6/10/1984
100606,44,27,4,M,Married,539.5374638,6/9/1982,6/9/1984
121210,22,3,4,F,Single,530.7000455,6/8/1982,6/8/1984
130624,19,0,4,F,Single,470.8143033,6/7/1982,6/7/1984
134670,64,45,4,F,Married,86.49540823,6/6/1982,6/6/1984
128282,64,43,4,M,Single,384.452464,6/5/1982,6/5/1984
178477,48,28,4,F,Single,422.6596933,6/4/1982,6/4/1984
122611,50,33,4,M,Married,350.8148488,6/3/1982,6/3/1984
162092,30,10,4,M,Married,253.0046386,6/2/1982,6/2/1984
179614,33,16,4,M,Married,345.1048901,6/1/1982,6/1/1984
154100,36,16,4,M,Married,587.8348869,5/31/1982,5/31/1984
190594,19,0,4,F,Married,218.2815363,5/30/1982,5/30/1984
125000,24,6,4,M,Single,1091.162554,5/29/1982,5/29/1984
146514,19,1,4,M,Single,936.5582036,5/28/1982,5/28/1984
166534,38,17,4,F,Married,266.8677973,5/27/1982,5/27/1984
157414,70,50,4,F,Married,193.7024626,5/26/1982,5/26/1984
144262,46,28,4,M,Married,298.3104064,5/25/1982,5/25/1984
162269,45,27,4,M,Married,356.6566289,5/24/1982,5/24/1984
107487,48,29,4,F,Married,359.6133215,5/23/1982,5/23/1984
176401,66,49,4,F,Single,44.949165,5/22/1982,5/22/1984
165353,69,52,4,M,Married,86.88355432,5/21/1982,5/21/1984
195497,66,45,4,F,Single,83.72879492,5/20/1982,5/20/1984
199047,62,42,4,M,Single,261.7209216,5/19/1982,5/19/1984
195120,68,47,4,F,Single,239.9516656,5/18/1982,5/18/1984
185068,70,52,4,M,Single,487.4054935,5/17/1982,5/17/1984
106944,67,48,4,M,Married,59.42698007,5/16/1982,5/16/1984
176721,41,20,4,F,Single,462.5024015,5/15/1982,5/15/1984
158545,36,18,4,F,Single,451.4545471,5/14/1982,5/14/1984
169944,17,0,4,F,Married,272.2854661,5/13/1982,5/13/1984
183680,38,20,4,M,Married,377.9346584,5/12/1982,5/12/1984
189580,66,46,4,M,Single,214.342541,5/11/1982,5/11/1984
153251,47,30,4,F,Married,344.5877953,5/10/1982,5/10/1984
137758,41,22,4,M,Married,266.1462605,5/9/1982,5/9/1984
183958,60,39,4,F,Married,281.4717512,5/8/1982,5/8/1984
124294,70,53,4,F,Single,336.8198933,5/7/1982,5/7/1984
131180,23,6,4,M,Single,500.059073,5/6/1982,5/6/1984
154895,52,31,4,F,Married,252.6448131,5/5/1982,5/5/1984
125528,33,14,4,M,Single,468.5610259,5/4/1982,5/4/1984
123784,19,2,4,M,Single,1125.801015,5/3/1982,5/3/1984
182514,64,47,4,F,Single,133.2210934,5/2/1982,5/2/1984
192390,45,25,4,M,Married,350.5132525,5/1/1982,5/1/1984
151348,41,20,4,F,Single,268.3231338,4/30/1982,4/30/1984
128625,32,13,4,M,Single,508.4851291,4/29/1982,4/29/1984
113778,27,10,4,F,Married,314.6883094,4/28/1982,4/28/1984
168168,45,28,4,M,Single,226.1603243,4/27/1982,4/27/1984
199651,27,9,4,M,Single,378.2870801,4/26/1982,4/26/1984
139084,58,41,4,M,Single,411.7883391,4/25/1982,4/25/1984
100946,53,33,4,F,Single,397.806322,4/24/1982,4/24/1984
132218,38,19,4,M,Single,210.3512655,4/23/1982,4/23/1984
126867,67,50,4,M,Married,105.1953427,4/22/1982,4/22/1984
192764,30,13,4,F,Single,641.0927553,4/21/1982,4/21/1984
124181,16,0,4,F,Married,300.6688027,4/20/1982,4/20/1984
191067,20,1,4,M,Married,524.7778553,4/19/1982,4/19/1984
175654,49,28,4,M,Married,730.5001882,4/18/1982,4/18/1984
143279,23,4,4,M,Married,567.2643283,4/17/1982,4/17/1984
109456,47,26,4,F,Married,646.6960826,4/16/1982,4/16/1984
193900,60,39,4,M,Married,89.57334772,4/15/1982,4/15/1984
122111,41,20,4,F,Single,279.5460828,4/14/1982,4/14/1984
195811,19,0,4,M,Single,559.0337155,4/13/1982,4/13/1984
137319,22,4,4,F,Single,722.9855694,4/12/1982,4/12/1984
137905,70,49,4,M,Single,351.479994,4/11/1982,4/11/1984
161014,58,41,4,M,Married,171.6787836,4/10/1982,4/10/1984
159455,65,45,4,F,Single,110.4387776,4/9/1982,4/9/1984
176568,61,44,4,F,Single,216.9420344,4/8/1982,4/8/1984
127667,17,0,4,F,Married,321.8444221,4/7/1982,4/7/1984
172087,57,39,4,F,Married,628.4233997,4/6/1982,4/6/1984
143528,60,41,4,M,Married,192.6938225,4/5/1982,4/5/1984
182579,22,4,4,M,Single,997.2445349,4/4/1982,4/4/1984
147174,70,50,4,F,Married,149.458186,4/3/1982,4/3/1984
172669,58,37,4,M,Married,280.7864789,4/2/1982,4/2/1984
118556,62,42,4,F,Married,69.6618494,4/1/1982,4/1/1984
120204,41,20,4,M,Married,361.5262011,3/31/1982,3/31/1984
162861,19,0,4,F,Single,654.2606407,3/30/1982,3/30/1984
174558,60,43,4,M,Married,111.6783922,3/29/1982,3/29/1984
173480,48,28,4,F,Married,327.8850451,3/28/1982,3/28/1984
139864,68,50,4,F,Single,196.4903654,3/27/1982,3/27/1984
192294,69,50,4,F,Single,125.9758822,3/26/1982,3/26/1984
198197,25,6,4,F,Married,160.5397728,3/25/1982,3/25/1984
141130,19,1,4,F,Single,388.9394613,3/24/1982,3/24/1984
173555,60,39,4,F,Single,439.6718132,3/23/1982,3/23/1984
195314,21,4,4,F,Single,278.0756923,3/22/1982,3/22/1984
166646,27,7,4,M,Single,323.1131684,3/21/1982,3/21/1984
198522,58,40,4,M,Single,313.6963702,3/20/1982,3/20/1984
148471,33,13,4,F,Single,231.4087613,3/19/1982,3/19/1984
123426,22,5,4,M,Single,467.4324169,3/18/1982,3/18/1984
126653,54,35,4,M,Single,627.4470266,3/17/1982,3/17/1984
148101,19,2,4,F,Married,340.5823945,3/16/1982,3/16/1984
130937,51,33,4,F,Single,442.088138,3/15/1982,3/15/1984
155173,61,42,4,M,Married,136.6014107,3/14/1982,3/14/1984
152724,23,5,4,F,Single,700.8223472,3/13/1982,3/13/1984
148000,54,35,4,F,Single,482.9441626,3/12/1982,3/12/1984
113117,34,13,4,F,Single,283.3004662,3/11/1982,3/11/1984
169087,67,50,4,M,Married,114.3150713,3/10/1982,3/10/1984
193857,59,42,4,M,Married,212.2194107,3/9/1982,3/9/1984
114711,39,22,4,F,Married,238.9538651,3/8/1982,3/8/1984
153245,38,20,4,M,Married,341.7410458,3/7/1982,3/7/1984
197812,31,14,4,F,Single,452.5507926,3/6/1982,3/6/1984
129251,57,39,4,M,Single,474.8023125,3/5/1982,3/5/1984
150611,51,32,4,F,Married,334.3324841,3/4/1982,3/4/1984
136422,68,49,4,M,Married,669.1036894,3/3/1982,3/3/1984
125926,36,17,4,F,Married,336.6827739,3/2/1982,3/2/1984
134751,56,37,4,F,Married,390.9509227,3/1/1982,3/1/1984
132670,38,21,4,M,Single,828.1457095,2/28/1982,2/28/1984
121194,66,47,4,F,Single,41.84070321,2/27/1982,2/27/1984
129558,57,38,4,M,Single,442.8722012,2/26/1982,2/26/1984
185826,67,48,4,F,Single,28.51860588,2/25/1982,2/25/1984
112296,36,18,4,M,Single,457.5852066,2/24/1982,2/24/1984
137050,53,36,4,M,Single,440.8848186,2/23/1982,2/23/1984
185494,49,30,4,M,Single,419.2073391,2/22/1982,2/22/1984
173469,58,41,4,M,Married,317.8837177,2/21/1982,2/21/1984
142730,18,0,4,M,Married,313.2976091,2/20/1982,2/20/1984
171108,63,44,4,M,Married,281.6387779,2/19/1982,2/19/1984
135829,18,0,4,M,Married,608.2213981,2/18/1982,2/18/1984
138982,66,46,4,F,Single,593.9165336,2/17/1982,2/17/1984
118235,25,7,4,M,Married,361.0933392,2/16/1982,2/16/1984
169548,41,23,4,M,Married,292.866565,2/15/1982,2/15/1984
198258,70,52,4,F,Married,110.764513,2/14/1982,2/14/1984
126210,26,9,4,M,Married,310.3356728,2/13/1982,2/13/1984
170192,45,24,4,M,Single,691.0362156,2/12/1982,2/12/1984
159509,62,44,4,M,Single,296.0247801,2/11/1982,2/11/1984
143483,59,42,4,M,Single,454.9585533,2/10/1982,2/10/1984
140660,24,7,4,F,Single,694.1400539,2/9/1982,2/9/1984
164401,25,8,4,M,Married,231.0028611,2/8/1982,2/8/1984
118616,50,29,4,F,Married,379.1346056,2/7/1982,2/7/1984
149064,25,6,4,F,Married,218.4827576,2/6/1982,2/6/1984
164592,22,3,4,M,Single,1175.319784,2/5/1982,2/5/1984
183751,16,0,4,M,Married,422.5263359,2/4/1982,2/4/1984
167649,19,0,4,M,Married,297.4673372,2/3/1982,2/3/1984
164654,23,4,4,F,Single,322.2788795,2/2/1982,2/2/1984
121304,68,47,4,M,Married,36.23159236,2/1/1982,2/1/1984
195325,33,14,4,F,Married,342.5903152,1/31/1982,1/31/1984
178660,16,0,4,F,Married,206.8778665,1/30/1982,1/30/1984
184508,40,20,4,M,Married,366.9648887,1/29/1982,1/29/1984
194603,64,47,4,M,Married,240.3289721,1/28/1982,1/28/1984
134039,23,4,4,F,Married,199.4459329,1/27/1982,1/27/1984
131753,60,42,4,M,Married,59.24040111,1/26/1982,1/26/1984
163539,68,47,4,M,Married,375.1919183,1/25/1982,1/25/1984
139883,61,42,4,M,Single,184.9221483,1/24/1982,1/24/1984
169958,62,43,4,F,Single,216.1005343,1/23/1982,1/23/1984
162564,69,50,4,F,Single,49.66980511,1/22/1982,1/22/1984
138635,19,1,4,M,Single,973.9247055,1/21/1982,1/21/1984
163252,60,39,4,M,Married,284.5710122,1/20/1982,1/20/1984
123435,50,33,4,M,Single,437.7636042,1/19/1982,1/19/1984
116900,40,20,4,F,Married,308.5336043,1/18/1982,1/18/1984
112474,39,19,4,F,Single,366.3004751,1/17/1982,1/17/1984
110267,36,17,4,F,Married,422.2094254,1/16/1982,1/16/1984
167788,53,35,4,F,Single,437.9194858,1/15/1982,1/15/1984
129060,25,8,4,M,Single,1020.092166,1/14/1982,1/14/1984
118242,65,46,4,M,Married,208.1482744,1/13/1982,1/13/1984
114754,23,6,4,M,Married,425.2231669,1/12/1982,1/12/1984
129417,20,3,4,M,Married,410.5109323,1/11/1982,1/11/1984
102840,53,36,4,M,Married,382.7331096,1/10/1982,1/10/1984
118590,56,35,4,F,Single,868.2423373,1/9/1982,1/9/1984
131625,41,23,4,M,Single,573.5862881,1/8/1982,1/8/1984
139868,23,4,4,M,Married,755.8973259,1/7/1982,1/7/1984
109389,56,35,4,F,Single,438.0690014,1/6/1982,1/6/1984
137312,63,45,4,M,Married,256.7659327,1/5/1982,1/5/1984
161975,60,41,4,F,Single,32.4096623,1/4/1982,1/4/1984
156747,65,44,4,M,Single,111.3796145,1/3/1982,1/3/1984
130817,68,48,4,M,Married,65.36114567,1/2/1982,1/2/1984
190451,39,21,4,F,Single,727.4062496,1/1/1982,1/1/1984
188399,68,48,4,F,Single,307.4119981,12/31/1981,12/31/1983
112671,40,22,4,M,Single,427.7195464,12/30/1981,12/30/1983
171377,33,13,4,M,Married,657.4021385,12/29/1981,12/29/1983
165481,17,0,4,M,Married,222.9376199,12/28/1981,12/28/1983
100314,33,16,4,F,Single,432.2238432,12/27/1981,12/27/1983
186299,65,47,4,M,Married,21.31311833,12/26/1981,12/26/1983
191999,17,0,4,M,Married,489.8625991,12/25/1981,12/25/1983
176766,69,52,4,M,Married,40.09194914,12/24/1981,12/24/1983
176039,65,46,4,F,Single,77.12915746,12/23/1981,12/23/1983
184963,63,45,4,F,Married,239.1191156,12/22/1981,12/22/1983
178658,44,23,4,F,Married,287.0759822,12/21/1981,12/21/1983
188219,22,4,4,M,Single,1050.53842,12/20/1981,12/20/1983
126972,63,44,4,F,Married,189.0105214,12/19/1981,12/19/1983
123835,58,41,4,M,Married,391.9557976,12/18/1981,12/18/1983
177919,29,9,4,F,Married,486.7930053,12/17/1981,12/17/1983
178971,54,33,4,M,Single,812.388498,12/16/1981,12/16/1983
101495,65,44,4,F,Single,54.82996678,12/15/1981,12/15/1983
142865,35,16,4,M,Married,524.1141209,12/14/1981,12/14/1983
190534,21,2,4,F,Married,202.1352795,12/13/1981,12/13/1983
137402,35,18,4,F,Married,312.5287596,12/12/1981,12/12/1983
111070,22,5,4,M,Married,546.8840089,12/11/1981,12/11/1983
157733,56,37,4,M,Single,657.3356664,12/10/1981,12/10/1983
154239,21,3,4,F,Married,403.1786444,12/9/1981,12/9/1983
178873,60,40,4,M,Married,285.1611597,12/8/1981,12/8/1983
172053,34,17,4,F,Single,419.1292879,12/7/1981,12/7/1983
104035,45,27,4,F,Single,383.9529906,12/6/1981,12/6/1983
181264,67,47,4,F,Married,333.4236021,12/5/1981,12/5/1983
108791,62,44,4,M,Married,40.96079291,12/4/1981,12/4/1983
180435,17,0,4,F,Married,173.1951407,12/3/1981,12/3/1983
134752,54,37,4,F,Single,236.6637807,12/2/1981,12/2/1983
178800,39,20,4,F,Married,295.7260312,12/1/1981,12/1/1983
138087,63,45,4,M,Single,383.5706642,11/30/1981,11/30/1983
126647,64,44,4,M,Single,227.7282693,11/29/1981,11/29/1983
195023,18,0,4,M,Single,927.7630189,11/28/1981,11/28/1983
149672,59,39,4,M,Married,473.3197121,11/27/1981,11/27/1983
189954,19,0,4,F,Single,623.740872,11/26/1981,11/26/1983
146590,65,48,4,F,Married,48.71728852,11/25/1981,11/25/1983
197837,29,11,4,M,Single,631.5946979,11/24/1981,11/24/1983
161542,22,3,4,M,Single,1289.983352,11/23/1981,11/23/1983
139464,32,12,4,F,Single,383.6844203,11/22/1981,11/22/1983
147012,65,47,4,M,Single,611.5439852,11/21/1981,11/21/1983
190606,38,19,4,M,Single,668.2032758,11/20/1981,11/20/1983
115759,23,4,4,F,Single,260.7504228,11/19/1981,11/19/1983
170345,41,22,4,F,Single,166.1953416,11/18/1981,11/18/1983
161806,47,30,4,F,Married,115.1744809,11/17/1981,11/17/1983
157158,64,45,4,M,Married,43.37500608,11/16/1981,11/16/1983
182091,20,2,4,F,Single,585.1896968,11/15/1981,11/15/1983
198843,38,21,4,F,Single,299.6722412,11/14/1981,11/14/1983
126952,28,10,4,M,Single,394.9000223,11/13/1981,11/13/1983
150218,58,39,4,F,Married,344.2672179,11/12/1981,11/12/1983
115174,69,48,4,M,Married,258.1710632,11/11/1981,11/11/1983
103525,20,3,4,M,Single,1848.845387,11/10/1981,11/10/1983
161811,21,4,4,F,Single,898.1259855,11/9/1981,11/9/1983
158891,68,48,4,M,Single,525.898743,11/8/1981,11/8/1983
138631,20,1,4,F,Single,774.1602653,11/7/1981,11/7/1983
110232,22,5,4,F,Married,419.8804724,11/6/1981,11/6/1983
150328,39,21,4,M,Single,419.6725481,11/5/1981,11/5/1983
184172,70,53,4,F,Married,256.7184947,11/4/1981,11/4/1983
174721,65,45,4,F,Single,113.0630237,11/3/1981,11/3/1983
101099,19,0,4,F,Married,329.9957677,11/2/1981,11/2/1983
137009,49,30,4,F,Single,397.2310449,11/1/1981,11/1/1983
124277,23,6,4,F,Married,201.2941482,10/31/1981,10/31/1983
185817,17,0,4,F,Married,468.812173,10/30/1981,10/30/1983
171002,22,5,4,F,Single,244.891672,10/29/1981,10/29/1983
168868,66,47,4,M,Married,323.0443489,10/28/1981,10/28/1983
183622,54,35,4,F,Single,637.2057499,10/27/1981,10/27/1983
193478,33,15,4,F,Single,440.0273323,10/26/1981,10/26/1983
123957,61,41,4,M,Married,353.7379997,10/25/1981,10/25/1983
164414,47,28,4,M,Married,452.9421807,10/24/1981,10/24/1983
184796,35,18,4,M,Single,367.5393468,10/23/1981,10/23/1983
132897,62,43,4,M,Single,111.4821338,10/22/1981,10/22/1983
105608,51,31,4,M,Single,1061.157458,10/21/1981,10/21/1983
132443,21,4,4,F,Married,458.3320697,10/20/1981,10/20/1983
166717,26,9,4,F,Single,437.8661847,10/19/1981,10/19/1983
181132,19,2,4,F,Single,357.3328031,10/18/1981,10/18/1983
177284,21,4,4,M,Married,345.5634481,10/17/1981,10/17/1983
173729,34,16,4,M,Single,364.8843178,10/16/1981,10/16/1983
185247,70,50,4,M,Married,222.7849424,10/15/1981,10/15/1983
192946,26,9,4,M,Single,639.8119066,10/14/1981,10/14/1983
161445,66,49,4,M,Single,244.1192847,10/13/1981,10/13/1983
159763,24,5,4,F,Married,260.6415955,10/12/1981,10/12/1983
133868,25,6,4,M,Married,197.3016678,10/11/1981,10/11/1983
105468,16,0,4,M,Married,678.4732977,10/10/1981,10/10/1983
192662,20,1,4,F,Single,246.4211463,10/9/1981,10/9/1983
153157,27,10,4,F,Married,203.481941,10/8/1981,10/8/1983
124235,32,12,4,F,Married,137.7164092,10/7/1981,10/7/1983
103225,30,13,4,M,Single,730.0730083,10/6/1981,10/6/1983
179546,25,7,4,M,Single,468.4496821,10/5/1981,10/5/1983
158933,18,1,4,M,Single,482.7386923,10/4/1981,10/4/1983
138015,20,3,4,F,Single,729.9872438,10/3/1981,10/3/1983
171180,22,5,4,M,Married,437.0523196,10/2/1981,10/2/1983
105252,66,46,4,F,Married,284.7056429,10/1/1981,10/1/1983
147979,32,12,4,F,Married,327.3299205,9/30/1981,9/30/1983
105757,70,49,4,F,Single,543.7224607,9/29/1981,9/29/1983
126038,48,28,4,F,Married,357.2248106,9/28/1981,9/28/1983
116831,17,0,4,F,Single,589.1773458,9/27/1981,9/27/1983
144323,49,31,4,F,Married,334.1259667,9/26/1981,9/26/1983
185320,39,21,4,F,Single,482.8221754,9/25/1981,9/25/1983
134097,52,35,4,M,Single,309.0594526,9/24/1981,9/24/1983
129276,21,3,4,F,Married,183.7059455,9/23/1981,9/23/1983
166234,36,17,4,M,Single,396.7605129,9/22/1981,9/22/1983
137207,24,5,4,M,Single,867.5820474,9/21/1981,9/21/1983
103844,20,1,4,F,Married,213.1578344,9/20/1981,9/20/1983
182394,64,47,4,M,Single,19.35304501,9/19/1981,9/19/1983
167843,52,31,4,F,Married,381.7601006,9/18/1981,9/18/1983
170950,52,31,4,M,Single,599.6689883,9/17/1981,9/17/1983
195042,39,20,4,F,Married,360.0393453,9/16/1981,9/16/1983
192380,23,6,4,F,Married,176.9938099,9/15/1981,9/15/1983
189903,18,0,4,M,Single,418.0118186,9/14/1981,9/14/1983
197702,50,33,4,M,Single,390.2230925,9/13/1981,9/13/1983
104966,17,0,4,M,Married,406.9418929,9/12/1981,9/12/1983
142807,67,46,4,M,Married,149.3350989,9/11/1981,9/11/1983
185203,68,47,4,F,Single,49.06175555,9/10/1981,9/10/1983
118145,70,50,4,M,Single,50.63007245,9/9/1981,9/9/1983
132671,17,0,4,F,Single,421.8215092,9/8/1981,9/8/1983
197597,61,42,4,M,Married,361.5514503,9/7/1981,9/7/1983
112945,30,10,4,F,Married,301.6996352,9/6/1981,9/6/1983
140961,27,9,4,M,Married,356.4852108,9/5/1981,9/5/1983
160675,37,17,4,F,Married,446.9680208,9/4/1981,9/4/1983
193015,69,51,4,F,Single,315.2465065,9/3/1981,9/3/1983
101263,18,0,4,F,Single,196.4010079,9/2/1981,9/2/1983
149691,68,51,4,F,Married,106.744504,9/1/1981,9/1/1983
150040,21,3,4,M,Married,302.910467,8/31/1981,8/31/1983
168474,58,41,4,M,Married,365.4426038,8/30/1981,8/30/1983
185260,26,6,4,M,Single,504.1454866,8/29/1981,8/29/1983
126364,52,32,4,F,Married,326.2572924,8/28/1981,8/28/1983
158439,39,20,4,F,Married,589.6208365,8/27/1981,8/27/1983
192905,61,43,4,F,Single,312.522305,8/26/1981,8/26/1983
181227,65,44,4,F,Single,400.4735077,8/25/1981,8/25/1983
178595,42,22,4,F,Single,432.7490525,8/24/1981,8/24/1983
191335,22,4,4,M,Married,605.6072165,8/23/1981,8/23/1983
196422,30,10,4,F,Single,341.9201456,8/22/1981,8/22/1983
129264,44,26,4,F,Married,329.220829,8/21/1981,8/21/1983
138045,66,45,4,M,Single,59.74835755,8/20/1981,8/20/1983
161195,21,2,4,F,Married,282.6123076,8/19/1981,8/19/1983
192657,65,46,4,M,Single,89.07133084,8/18/1981,8/18/1983
120349,51,32,4,M,Single,432.9486699,8/17/1981,8/17/1983
103670,37,18,4,M,Married,413.2981039,8/16/1981,8/16/1983
196295,22,3,4,F,Single,437.2083539,8/15/1981,8/15/1983
120595,22,5,4,M,Single,807.1660883,8/14/1981,8/14/1983
101104,19,1,4,M,Married,540.408481,8/13/1981,8/13/1983
161941,18,0,4,M,Married,760.7036261,8/12/1981,8/12/1983
119170,17,0,4,F,Single,416.3096147,8/11/1981,8/11/1983
110052,60,42,4,F,Married,18.92269289,8/10/1981,8/10/1983
130092,21,3,4,F,Single,333.8098672,8/9/1981,8/9/1983
149666,24,5,4,M,Married,326.3896388,8/8/1981,8/8/1983
116764,40,23,4,M,Single,808.310749,8/7/1981,8/7/1983
134510,61,40,4,F,Married,145.003963,8/6/1981,8/6/1983
110958,70,49,4,F,Single,101.2669787,8/5/1981,8/5/1983
134318,26,6,4,M,Married,259.7499425,8/4/1981,8/4/1983
176052,21,3,4,F,Single,610.4427025,8/3/1981,8/3/1983
168051,52,34,4,F,Married,359.9510785,8/2/1981,8/2/1983
186152,66,46,4,M,Married,53.98897059,8/1/1981,8/1/1983
155246,23,5,4,M,Single,213.1314131,7/31/1981,7/31/1983
102169,56,38,4,M,Single,530.6103621,7/30/1981,7/30/1983
145885,44,26,4,M,Single,628.8964673,7/29/1981,7/29/1983
116257,70,52,4,M,Single,300.2694754,7/28/1981,7/28/1983
137736,20,2,4,M,Single,832.5978179,7/27/1981,7/27/1983
128860,62,42,4,F,Single,90.32206754,7/26/1981,7/26/1983
172961,32,11,4,F,Married,223.1211246,7/25/1981,7/25/1983
190883,32,12,4,F,Single,352.8787669,7/24/1981,7/24/1983
170071,47,28,4,F,Single,214.0519855,7/23/1981,7/23/1983
142616,67,46,4,M,Single,321.5625934,7/22/1981,7/22/1983
191601,52,31,4,M,Married,584.728272,7/21/1981,7/21/1983
156506,61,40,4,F,Single,574.0934294,7/20/1981,7/20/1983
169516,16,0,4,M,Married,673.8552929,7/19/1981,7/19/1983
145500,31,11,4,F,Single,758.6592321,7/18/1981,7/18/1983
153449,65,45,4,M,Single,478.7439131,7/17/1981,7/17/1983
114868,18,0,4,F,Single,699.0305029,7/16/1981,7/16/1983
149939,59,38,4,F,Married,600.9593922,7/15/1981,7/15/1983
103229,32,11,4,M,Married,565.3811755,7/14/1981,7/14/1983
138700,34,15,4,M,Single,284.0077688,7/13/1981,7/13/1983
119016,52,35,4,F,Single,524.0062141,7/12/1981,7/12/1983
137038,62,43,4,M,Single,358.6892509,7/11/1981,7/11/1983
178951,17,0,4,F,Single,918.7340673,7/10/1981,7/10/1983
121512,35,14,4,F,Single,271.6713621,7/9/1981,7/9/1983
173574,19,2,4,F,Married,479.3297971,7/8/1981,7/8/1983
140664,22,3,4,M,Married,232.1748725,7/7/1981,7/7/1983
162881,56,37,4,M,Married,186.985364,7/6/1981,7/6/1983
187381,27,6,4,M,Married,306.4509931,7/5/1981,7/5/1983
193281,49,29,4,F,Single,424.6187252,7/4/1981,7/4/1983
187973,19,2,4,F,Single,739.8044903,7/3/1981,7/3/1983
160933,16,0,4,F,Single,378.2856373,7/2/1981,7/2/1983
195442,42,23,4,F,Married,151.6055874,7/1/1981,7/1/1983
163095,60,43,4,F,Married,146.7581689,6/30/1981,6/30/1983
161689,64,44,4,M,Single,38.39959509,6/29/1981,6/29/1983
177909,60,40,4,F,Single,126.1104143,6/28/1981,6/28/1983
162251,30,13,4,F,Married,315.6685673,6/27/1981,6/27/1983
147194,44,27,4,F,Single,416.7455539,6/26/1981,6/26/1983
183217,45,25,4,M,Single,378.6973128,6/25/1981,6/25/1983
166908,39,19,4,F,Married,180.1626966,6/24/1981,6/24/1983
176657,36,16,4,F,Single,652.9423246,6/23/1981,6/23/1983
136920,55,37,4,M,Married,362.7935448,6/22/1981,6/22/1983
102171,61,44,4,F,Single,376.5063767,6/21/1981,6/21/1983
126854,25,7,4,F,Married,146.3538524,6/20/1981,6/20/1983
173492,60,39,4,M,Married,346.9386523,6/19/1981,6/19/1983
186022,70,50,4,M,Single,409.4627203,6/18/1981,6/18/1983
198952,60,39,4,F,Married,345.2054142,6/17/1981,6/17/1983
164088,68,51,4,M,Single,47.04962724,6/16/1981,6/16/1983
163382,41,22,4,M,Married,546.6772185,6/15/1981,6/15/1983
139225,21,4,4,M,Married,273.640839,6/14/1981,6/14/1983
153822,36,19,4,F,Married,365.2978239,6/13/1981,6/13/1983
192330,51,31,4,F,Married,286.3316671,6/12/1981,6/12/1983
180426,25,7,4,M,Single,3227,6/11/1981,6/11/1983
154885,23,5,4,F,Married,274.6576474,6/10/1981,6/10/1983
151563,60,43,4,M,Single,107.8114166,6/9/1981,6/9/1983
175429,21,2,4,F,Married,495.187766,6/8/1981,6/8/1983
124931,58,38,4,M,Married,579.3588041,6/7/1981,6/7/1983
113398,41,22,4,F,Married,364.7726498,6/6/1981,6/6/1983
153258,67,48,4,F,Single,107.9707894,6/5/1981,6/5/1983
142870,36,16,4,F,Single,144.1626216,6/4/1981,6/4/1983
114362,57,37,4,M,Single,469.4075879,6/3/1981,6/3/1983
137786,17,0,4,M,Married,537.1256702,6/2/1981,6/2/1983
155530,17,0,4,M,Single,433.6890578,6/1/1981,6/1/1983
114629,70,53,4,M,Married,280.0771197,5/31/1981,5/31/1983
151323,58,37,4,M,Married,409.1785866,5/30/1981,5/30/1983
182372,19,2,4,F,Single,234.3263463,5/29/1981,5/29/1983
158139,63,42,4,M,Single,349.9552586,5/28/1981,5/28/1983
140641,18,0,4,F,Single,370.7909449,5/27/1981,5/27/1983
196750,65,46,4,F,Single,41.47417968,5/26/1981,5/26/1983
181704,21,3,4,F,Married,424.7213268,5/25/1981,5/25/1983
115456,17,0,4,M,Single,1776.525239,5/24/1981,5/24/1983
184327,65,48,4,F,Single,418.7371198,5/23/1981,5/23/1983
119693,40,23,4,M,Single,545.415933,5/22/1981,5/22/1983
121197,57,37,4,F,Married,436.2360182,5/21/1981,5/21/1983
160894,22,4,4,F,Single,341.2988319,5/20/1981,5/20/1983
141965,58,37,4,F,Single,231.7936213,5/19/1981,5/19/1983
182324,27,6,4,M,Single,851.2897498,5/18/1981,5/18/1983
138606,41,23,4,M,Single,497.2546463,5/17/1981,5/17/1983
162467,16,0,4,M,Married,446.5852619,5/16/1981,5/16/1983
119703,23,5,4,M,Single,418.9797333,5/15/1981,5/15/1983
136014,29,11,4,M,Single,813.7948792,5/14/1981,5/14/1983
130378,40,23,4,M,Married,640.6807811,5/13/1981,5/13/1983
